FinancialYear;PresentationType;StateOrTerritory;GeographicAreaType;GeographicAreaCode;GeographicAreaName;Measure;Value
2014–15;Mental health-related presentations;South Australia;SA4;SA4405;Barossa - Yorke - Mid North;Rate (per 10,000 population);68
2014–15;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Number;994
2014–15;Mental health-related presentations;South Australia;SA4;SA4406;South Australia - Outback;Rate (per 10,000 population);115
2014–15;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Number;1424
2014–15;Mental health-related presentations;South Australia;SA4;SA4407;South Australia - South East;Rate (per 10,000 population);76
2014–15;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Number;2510
2014–15;Mental health-related presentations;Tasmania;SA4;SA4601;Hobart;Rate (per 10,000 population);113
2014–15;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Number;1717
2014–15;Mental health-related presentations;Tasmania;SA4;SA4602;Launceston and North East;Rate (per 10,000 population);120
2014–15;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Number;218
2014–15;Mental health-related presentations;Tasmania;SA4;SA4603;South East;Rate (per 10,000 population);58
2014–15;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Number;1046
2014–15;Mental health-related presentations;Tasmania;SA4;SA4604;West and North West;Rate (per 10,000 population);93
2014–15;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Number;3777
2014–15;Mental health-related presentations;Australian Capital Territory;SA4;SA4801;Australian Capital Territory;Rate (per 10,000 population);97
2014–15;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Number;1828
2014–15;Mental health-related presentations;Northern Territory;SA4;SA4701;Darwin;Rate (per 10,000 population);129
2014–15;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Number;3942
2014–15;Mental health-related presentations;Northern Territory;SA4;SA4702;Northern Territory - Outback;Rate (per 10,000 population);388
2014–15;All presentations;New South Wales;SA4;SA4101;Capital Region;Number;117669
2014–15;All presentations;New South Wales;SA4;SA4101;Capital Region;Rate (per 10,000 population);5339
2014–15;All presentations;New South Wales;SA4;SA4102;Central Coast;Number;118040
2014–15;All presentations;New South Wales;SA4;SA4102;Central Coast;Rate (per 10,000 population);3573
2014–15;All presentations;New South Wales;SA4;SA4103;Central West;Number;116375
2014–15;All presentations;New South Wales;SA4;SA4103;Central West;Rate (per 10,000 population);5602
2014–15;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Number;75468
2014–15;All presentations;New South Wales;SA4;SA4104;Coffs Harbour - Grafton;Rate (per 10,000 population);5491
2014–15;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Number;61288
2014–15;All presentations;New South Wales;SA4;SA4105;Far West and Orana;Rate (per 10,000 population);5227
2014–15;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Number;125635
2014–15;All presentations;New South Wales;SA4;SA4106;Hunter Valley exc Newcastle;Rate (per 10,000 population);4778
2014–15;All presentations;New South Wales;SA4;SA4107;Illawarra;Number;99326
2014–15;All presentations;New South Wales;SA4;SA4107;Illawarra;Rate (per 10,000 population);3348
2014–15;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Number;102981
2014–15;All presentations;New South Wales;SA4;SA4108;Mid North Coast;Rate (per 10,000 population);4840
2014–15;All presentations;New South Wales;SA4;SA4109;Murray;Number;63224
2014–15;All presentations;New South Wales;SA4;SA4109;Murray;Rate (per 10,000 population);5438
2014–15;All presentations;New South Wales;SA4;SA4110;New England and North West;Number;115584
2014–15;All presentations;New South Wales;SA4;SA4110;New England and North West;Rate (per 10,000 population);6263
2014–15;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Number;121588
2014–15;All presentations;New South Wales;SA4;SA4111;Newcastle and Lake Macquarie;Rate (per 10,000 population);3333
2014–15;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Number;131896
2014–15;All presentations;New South Wales;SA4;SA4112;Richmond - Tweed;Rate (per 10,000 population);5451
2014–15;All presentations;New South Wales;SA4;SA4113;Riverina;Number;85678
2014–15;All presentations;New South Wales;SA4;SA4113;Riverina;Rate (per 10,000 population);5435
2014–15;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Number;64079
2014–15;All presentations;New South Wales;SA4;SA4114;Southern Highlands and Shoalhaven;Rate (per 10,000 population);4371
2014–15;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Number;40917
2014–15;All presentations;New South Wales;SA4;SA4115;Sydney - Baulkham Hills and Hawkesbury;Rate (per 10,000 population);1800
2014–15;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Number;92298
2014–15;All presentations;New South Wales;SA4;SA4116;Sydney - Blacktown;Rate (per 10,000 population);2759
2014–15;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Number;82210
2014–15;All presentations;New South Wales;SA4;SA4117;Sydney - City and Inner South;Rate (per 10,000 population);2648
2014–15;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Number;75360
2014–15;All presentations;New South Wales;SA4;SA4118;Sydney - Eastern Suburbs;Rate (per 10,000 population);2707
2014–15;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Number;171202
2014–15;All presentations;New South Wales;SA4;SA4119;Sydney - Inner South West;Rate (per 10,000 population);2955
2014–15;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Number;68630
2014–15;All presentations;New South Wales;SA4;SA4120;Sydney - Inner West;Rate (per 10,000 population);2307
2014–15;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Number;82210
2014–15;All presentations;New South Wales;SA4;SA4121;Sydney - North Sydney and Hornsby;Rate (per 10,000 population);2002
2014–15;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Number;72375
2014–15;All presentations;New South Wales;SA4;SA4122;Sydney - Northern Beaches;Rate (per 10,000 population);2787
2014–15;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Number;87232
2014–15;All presentations;New South Wales;SA4;SA4123;Sydney - Outer South West;Rate (per 10,000 population);3396
2014–15;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Number;96068
2014–15;All presentations;New South Wales;SA4;SA4124;Sydney - Outer West and Blue Mountains;Rate (per 10,000 population);3122
2014–15;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Number;117232
2014–15;All presentations;New South Wales;SA4;SA4125;Sydney - Parramatta;Rate (per 10,000 population);2635
2014–15;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Number;42958
2014–15;All presentations;New South Wales;SA4;SA4126;Sydney - Ryde;Rate (per 10,000 population);2365
2014–15;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Number;110579
2014–15;All presentations;New South Wales;SA4;SA4127;Sydney - South West;Rate (per 10,000 population);2773
2014–15;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Number;57807
2014–15;All presentations;New South Wales;SA4;SA4128;Sydney - Sutherland;Rate (per 10,000 population);2589
2014–15;All presentations;Victoria;SA4;SA4201;Ballarat;Number;50547
2014–15;All presentations;Victoria;SA4;SA4201;Ballarat;Rate (per 10,000 population);3259
2014–15;All presentations;Victoria;SA4;SA4202;Bendigo;Number;47645
2014–15;All presentations;Victoria;SA4;SA4202;Bendigo;Rate (per 10,000 population);3174
2014–15;All presentations;Victoria;SA4;SA4203;Geelong;Number;63064
2014–15;All presentations;Victoria;SA4;SA4203;Geelong;Rate (per 10,000 population);2317
2014–15;All presentations;Victoria;SA4;SA4204;Hume;Number;58057
2014–15;All presentations;Victoria;SA4;SA4204;Hume;Rate (per 10,000 population);3464
2014–15;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Number;104308
2014–15;All presentations;Victoria;SA4;SA4205;Latrobe - Gippsland;Rate (per 10,000 population);3884
2014–15;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Number;139694
2014–15;All presentations;Victoria;SA4;SA4206;Melbourne - Inner;Rate (per 10,000 population);2358
2014–15;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Number;63857
2014–15;All presentations;Victoria;SA4;SA4207;Melbourne - Inner East;Rate (per 10,000 population);1733
2014–15;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Number;81771
2014–15;All presentations;Victoria;SA4;SA4208;Melbourne - Inner South;Rate (per 10,000 population);1983
2014–15;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Number;134364
2014–15;All presentations;Victoria;SA4;SA4209;Melbourne - North East;Rate (per 10,000 population);2736
2014–15;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Number;96271
2014–15;All presentations;Victoria;SA4;SA4210;Melbourne - North West;Rate (per 10,000 population);2695
2014–15;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Number;129960
2014–15;All presentations;Victoria;SA4;SA4211;Melbourne - Outer East;Rate (per 10,000 population);2557
2014–15;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Number;185788
2014–15;All presentations;Victoria;SA4;SA4212;Melbourne - South East;Rate (per 10,000 population);2502
2014–15;All presentations;Victoria;SA4;SA4213;Melbourne - West;Number;194209
2014–15;All presentations;Victoria;SA4;SA4213;Melbourne - West;Rate (per 10,000 population);2732
2014–15;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Number;84938
2014–15;All presentations;Victoria;SA4;SA4214;Mornington Peninsula;Rate (per 10,000 population);2902
2014–15;All presentations;Victoria;SA4;SA4215;North West;Number;54263
2014–15;All presentations;Victoria;SA4;SA4215;North West;Rate (per 10,000 population);3587
2014–15;All presentations;Victoria;SA4;SA4216;Shepparton;Number;48021
2014–15;All presentations;Victoria;SA4;SA4216;Shepparton;Rate (per 10,000 population);3685
2014–15;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Number;33700
2014–15;All presentations;Victoria;SA4;SA4217;Warrnambool and South West;Rate (per 10,000 population);2723
2014–15;All presentations;Queensland;SA4;SA4301;Brisbane - East;Number;75614
2014–15;All presentations;Queensland;SA4;SA4301;Brisbane - East;Rate (per 10,000 population);3322
2014–15;All presentations;Queensland;SA4;SA4302;Brisbane - North;Number;64417
2014–15;All presentations;Queensland;SA4;SA4302;Brisbane - North;Rate (per 10,000 population);3083
2014–15;All presentations;Queensland;SA4;SA4303;Brisbane - South;Number;89588
2014–15;All presentations;Queensland;SA4;SA4303;Brisbane - South;Rate (per 10,000 population);2590
2014–15;All presentations;Queensland;SA4;SA4304;Brisbane - West;Number;27193
2014–15;All presentations;Queensland;SA4;SA4304;Brisbane - West;Rate (per 10,000 population);1476
2014–15;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Number;57675
2014–15;All presentations;Queensland;SA4;SA4305;Brisbane Inner City;Rate (per 10,000 population);2277
2014–15;All presentations;Queensland;SA4;SA4306;Cairns;Number;57843
2014–15;All presentations;Queensland;SA4;SA4306;Cairns;Rate (per 10,000 population);2384
2014–15;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Number;11172
2014–15;All presentations;Queensland;SA4;SA4307;Darling Downs - Maranoa;Rate (per 10,000 population);869
2014–15;All presentations;Queensland;SA4;SA4308;Fitzroy;Number;76013
2014–15;All presentations;Queensland;SA4;SA4308;Fitzroy;Rate (per 10,000 population);3348
2014–15;All presentations;Queensland;SA4;SA4309;Gold Coast;Number;157429
2014–15;All presentations;Queensland;SA4;SA4309;Gold Coast;Rate (per 10,000 population);2787
2014–15;All presentations;Queensland;SA4;SA4310;Ipswich;Number;89130
2014–15;All presentations;Queensland;SA4;SA4310;Ipswich;Rate (per 10,000 population);2806
2014–15;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Number;101438
2014–15;All presentations;Queensland;SA4;SA4311;Logan - Beaudesert;Rate (per 10,000 population);3181
2014–15;All presentations;Queensland;SA4;SA4312;Mackay;Number;49223
2014–15;All presentations;Queensland;SA4;SA4312;Mackay;Rate (per 10,000 population);2796
2014–15;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Number;97108
2014–15;All presentations;Queensland;SA4;SA4313;Moreton Bay - North;Rate (per 10,000 population);4119
2014–15;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Number;53676
2014–15;All presentations;Queensland;SA4;SA4314;Moreton Bay - South;Rate (per 10,000 population);2835
2014–15;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Number;33277
2014–15;All presentations;Queensland;SA4;SA4315;Queensland - Outback;Rate (per 10,000 population);3903
2014–15;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Number;82774
2014–15;All presentations;Queensland;SA4;SA4316;Sunshine Coast;Rate (per 10,000 population);2423
2014–15;All presentations;Queensland;SA4;SA4317;Toowoomba;Number;41038
2014–15;All presentations;Queensland;SA4;SA4317;Toowoomba;Rate (per 10,000 population);2733
2014–15;All presentations;Queensland;SA4;SA4318;Townsville;Number;72808
2014–15;All presentations;Queensland;SA4;SA4318;Townsville;Rate (per 10,000 population);3128
2014–15;All presentations;Queensland;SA4;SA4319;Wide Bay;Number;134414
2014–15;All presentations;Queensland;SA4;SA4319;Wide Bay;Rate (per 10,000 population);4653
2014–15;All presentations;Western Australia;SA4;SA4501;Bunbury;Number;60537
2014–15;All presentations;Western Australia;SA4;SA4501;Bunbury;Rate (per 10,000 population);3430
